age,Country,employment_status,employment_status_1,employment_status_2,employment_status_3,employment_status_4,employment_status_5,employment_status_6,employment_status_7,gender,household_children,household_size,vac_1,vac_3,vac2_1,vac2_2,vac2_3,vac2_6
77,canada.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,2,2,1 - Strongly agree,1 - Strongly agree
77,canada.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,3,3,2,3
77,canada.csv,Retired,,,,,,,,Male,0,2,3,3,2,3,3,3
77,canada.csv,Retired,,,,,,,,Male,0,2,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
77,canada.csv,Retired,,,,,,,,Male,0,3,1 - Strongly agree,1 - Strongly agree,3,3,1 - Strongly agree,1 - Strongly agree
77,canada.csv,Retired,,,,,,,,Male,0,Prefer not to say,1 - Strongly agree,1 - Strongly agree,3,3,1 - Strongly agree,1 - Strongly agree
77,canada.csv,Retired,,,,,,,,Male,2,2,1 - Strongly agree,1 - Strongly agree,2,4,1 - Strongly agree,1 - Strongly agree
77,denmark.csv,,No,No,No,No,No,Yes,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,3,3,4,2
77,denmark.csv,,No,No,No,Yes,No,No,No,Female,0,1,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2,2,1 - Strongly agree
77,denmark.csv,,No,No,No,Yes,No,No,No,Female,0,1,1 - Strongly agree,1 - Strongly agree,4,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
77,denmark.csv,,No,No,No,Yes,No,No,No,Female,0,1,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,2,1 - Strongly agree,1 - Strongly agree
77,denmark.csv,,No,No,No,Yes,No,No,No,Female,0,1,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
77,denmark.csv,,No,No,No,Yes,No,No,No,Female,0,1,3,3,3,2,3,3
77,denmark.csv,,No,No,No,Yes,No,No,No,Female,0,1,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree,4,3
77,denmark.csv,,No,No,No,Yes,No,No,No,Female,0,1,5 – Strongly disagree,5 – Strongly disagree,2,2,4,1 - Strongly agree
77,denmark.csv,,No,No,No,Yes,No,No,No,Female,0,2,1 - Strongly agree,1 - Strongly agree,3,3,3,3
77,denmark.csv,,No,No,No,Yes,No,No,No,Female,0,2,1 - Strongly agree,1 - Strongly agree,4,2,2,4
77,denmark.csv,,No,No,No,Yes,No,No,No,Female,0,2,2,1 - Strongly agree,1 - Strongly agree,3,1 - Strongly agree,1 - Strongly agree
77,denmark.csv,,No,No,No,Yes,No,No,No,Female,0,2,2,1 - Strongly agree,3,3,3,1 - Strongly agree
77,denmark.csv,,No,No,No,Yes,No,No,No,Female,0,2,3,2,2,1 - Strongly agree,1 - Strongly agree,3
77,denmark.csv,,No,No,No,Yes,No,No,No,Male,0,1,1 - Strongly agree,1 - Strongly agree,2,4,1 - Strongly agree,1 - Strongly agree
77,denmark.csv,,No,No,No,Yes,No,No,No,Male,0,1,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
77,denmark.csv,,No,No,No,Yes,No,No,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,2,1 - Strongly agree
77,denmark.csv,,No,No,No,Yes,No,No,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,4,1 - Strongly agree,1 - Strongly agree
77,denmark.csv,,No,No,No,Yes,No,No,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,2,2,1 - Strongly agree,1 - Strongly agree
77,denmark.csv,,No,No,No,Yes,No,No,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,2,5 – Strongly disagree,1 - Strongly agree,5 – Strongly disagree
77,denmark.csv,,No,No,No,Yes,No,No,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,3,4,2,1 - Strongly agree
77,denmark.csv,,No,No,No,Yes,No,No,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,3,4,4,5 – Strongly disagree
77,denmark.csv,,No,No,No,Yes,No,No,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
77,denmark.csv,,No,No,No,Yes,No,No,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,4,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
77,denmark.csv,,No,No,No,Yes,No,No,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,4,5 – Strongly disagree,3,1 - Strongly agree
77,denmark.csv,,No,No,No,Yes,No,No,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
77,denmark.csv,,No,No,No,Yes,No,No,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
77,denmark.csv,,No,Yes,No,No,No,No,No,Male,0,1,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
77,denmark.csv,,No,Yes,No,Yes,No,No,No,Female,0,2,2,1 - Strongly agree,1 - Strongly agree,3,1 - Strongly agree,1 - Strongly agree
77,denmark.csv,,No,Yes,No,Yes,No,No,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,4,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
77,denmark.csv,,Yes,No,No,No,No,No,No,Male,0,1,1 - Strongly agree,1 - Strongly agree,4,2,2,1 - Strongly agree
77,denmark.csv,,Yes,Yes,No,No,No,No,No,Male,0,2,4,2,4,1 - Strongly agree,4,5 – Strongly disagree
77,finland.csv,,No,No,No,Yes,No,No,No,Female,0,1,1 - Strongly agree,1 - Strongly agree,2,2,1 - Strongly agree,1 - Strongly agree
77,finland.csv,,No,No,No,Yes,No,No,No,Female,0,2,1 - Strongly agree,1 - Strongly agree,3,2,1 - Strongly agree,1 - Strongly agree
77,finland.csv,,No,No,No,Yes,No,No,No,Male,0,1,4,4,4,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree
77,finland.csv,,No,No,No,Yes,No,No,No,Male,0,1,5 – Strongly disagree,5 – Strongly disagree,4,3,5 – Strongly disagree,4
77,finland.csv,,No,No,No,Yes,No,No,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2,1 - Strongly agree,1 - Strongly agree
77,finland.csv,,No,No,No,Yes,No,No,No,Male,0,4,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
77,finland.csv,,No,Yes,No,No,No,No,No,Female,1,2,2,2,3,2,2,3
77,france.csv,Retired,,,,,,,,Female,0,1,5 – Strongly disagree,3,3,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
77,france.csv,Retired,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2,1 - Strongly agree,1 - Strongly agree
77,france.csv,Retired,,,,,,,,Female,0,2,1 - Strongly agree,2,2,3,1 - Strongly agree,1 - Strongly agree
77,france.csv,Retired,,,,,,,,Female,0,2,3,1 - Strongly agree,1 - Strongly agree,2,2,1 - Strongly agree
77,france.csv,Retired,,,,,,,,Female,0,2,5 – Strongly disagree,4,4,4,3,5 – Strongly disagree
77,france.csv,Retired,,,,,,,,Female,2,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,1 - Strongly agree
77,france.csv,Retired,,,,,,,,Female,2,2,3,1 - Strongly agree,2,1 - Strongly agree,2,2
77,france.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,2,3,5 – Strongly disagree,1 - Strongly agree
77,france.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,2,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
77,france.csv,Retired,,,,,,,,Male,0,2,2,2,1 - Strongly agree,1 - Strongly agree,2,1 - Strongly agree
77,france.csv,Retired,,,,,,,,Male,0,2,3,2,3,2,3,1 - Strongly agree
77,france.csv,Retired,,,,,,,,Male,0,2,5 – Strongly disagree,2,3,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
77,france.csv,Retired,,,,,,,,Male,2,2,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
77,germany.csv,Full time employment,,,,,,,,Male,0,1,1 - Strongly agree,3,2,4,1 - Strongly agree,3
77,germany.csv,Retired,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,3,2,1 - Strongly agree,1 - Strongly agree
77,germany.csv,Retired,,,,,,,,Female,0,2,5 – Strongly disagree,3,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree
77,germany.csv,Retired,,,,,,,,Female,1,4,3,3,1 - Strongly agree,1 - Strongly agree,3,3
77,germany.csv,Retired,,,,,,,,Male,0,1,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree,3,1 - Strongly agree
77,germany.csv,Retired,,,,,,,,Male,0,1,1 - Strongly agree,2,3,3,2,2
77,germany.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,2,4,1 - Strongly agree,1 - Strongly agree
77,germany.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,3,3,1 - Strongly agree,1 - Strongly agree
77,germany.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,3,3,2,1 - Strongly agree
77,germany.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,3,3,3,2
77,germany.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
77,germany.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree,4,1 - Strongly agree
77,germany.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,4,4,1 - Strongly agree,1 - Strongly agree
77,germany.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,3,2,2,2,3
77,germany.csv,Retired,,,,,,,,Male,0,2,2,2,2,3,3,2
77,germany.csv,Retired,,,,,,,,Male,0,2,2,3,4,5 – Strongly disagree,2,4
77,germany.csv,Retired,,,,,,,,Male,0,2,4,3,3,1 - Strongly agree,3,3
77,israel.csv,,,,,,,,,Female,,,1 - Strongly agree,1 - Strongly agree,2,1 - Strongly agree,2,1 - Strongly agree
77,israel.csv,,,,,,,,,Male,,,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,1 - Strongly agree
77,israel.csv,,,,,,,,,Male,,,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,4,1 - Strongly agree,1 - Strongly agree
77,israel.csv,,,,,,,,,Male,,,1 - Strongly agree,1 - Strongly agree,3,3,1 - Strongly agree,1 - Strongly agree
77,israel.csv,,,,,,,,,Male,,,1 - Strongly agree,1 - Strongly agree,3,4,1 - Strongly agree,1 - Strongly agree
77,israel.csv,,,,,,,,,Male,,,4,4,4,3,2,4
77,italy.csv,Other,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,3,4,2,1 - Strongly agree
77,italy.csv,Retired,,,,,,,,Female,0,1,2,2,2,1 - Strongly agree,3,2
77,italy.csv,Retired,,,,,,,,Female,0,1,3,3,3,3,3,3
77,italy.csv,Retired,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,4,1 - Strongly agree,1 - Strongly agree
77,italy.csv,Retired,,,,,,,,Female,2,2,2,2,3,3,3,3
77,italy.csv,Retired,,,,,,,,Male,0,1,5 – Strongly disagree,5 – Strongly disagree,4,2,4,5 – Strongly disagree
77,italy.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
77,italy.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,2,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
77,italy.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,3,2,2,1 - Strongly agree,5 – Strongly disagree
77,italy.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,5 – Strongly disagree,3,4,2,2
77,italy.csv,Retired,,,,,,,,Male,0,3,3,1 - Strongly agree,3,2,3,2
77,italy.csv,Retired,,,,,,,,Male,2,6,1 - Strongly agree,1 - Strongly agree,2,2,3,4
77,japan.csv,Not working,,,,,,,,Female,0,2,1 - Strongly agree,3,2,4,1 - Strongly agree,2
77,japan.csv,Not working,,,,,,,,Female,0,3,3,3,3,1 - Strongly agree,3,1 - Strongly agree
77,japan.csv,Part time employment,,,,,,,,Female,0,2,4,4,1 - Strongly agree,1 - Strongly agree,3,3
77,netherlands.csv,Not working,,,,,,,,Female,0,1,5 – Strongly disagree,5 – Strongly disagree,3,1 - Strongly agree,3,5 – Strongly disagree
77,netherlands.csv,Not working,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
77,netherlands.csv,Part time employment,,,,,,,,Male,0,1,2,2,4,4,3,2
77,netherlands.csv,Retired,,,,,,,,Female,0,1,1 - Strongly agree,1 - Strongly agree,2,4,1 - Strongly agree,1 - Strongly agree
77,netherlands.csv,Retired,,,,,,,,Female,0,1,1 - Strongly agree,1 - Strongly agree,3,3,1 - Strongly agree,1 - Strongly agree
77,netherlands.csv,Retired,,,,,,,,Female,0,1,1 - Strongly agree,1 - Strongly agree,4,3,3,1 - Strongly agree
77,netherlands.csv,Retired,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,3,4,1 - Strongly agree,1 - Strongly agree
77,netherlands.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
77,netherlands.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,4,4,1 - Strongly agree,1 - Strongly agree
77,netherlands.csv,Retired,,,,,,,,Male,2,8 or more,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree
77,norway.csv,,No,No,No,No,No,Yes,No,Male,0,1,1 - Strongly agree,1 - Strongly agree,3,3,1 - Strongly agree,1 - Strongly agree
77,norway.csv,,No,No,No,Yes,No,No,No,Female,0,1,2,2,1 - Strongly agree,3,2,2
77,norway.csv,,No,No,No,Yes,No,No,No,Female,0,1,2,2,2,3,2,4
77,norway.csv,,No,No,No,Yes,No,No,No,Female,0,2,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
77,norway.csv,,No,No,No,Yes,No,No,No,Male,0,1,1 - Strongly agree,1 - Strongly agree,2,4,1 - Strongly agree,1 - Strongly agree
77,norway.csv,,No,No,No,Yes,No,No,No,Male,0,1,1 - Strongly agree,1 - Strongly agree,3,2,2,2
77,norway.csv,,No,No,No,Yes,No,No,No,Male,0,1,1 - Strongly agree,1 - Strongly agree,3,4,2,1 - Strongly agree
77,norway.csv,,No,No,No,Yes,No,No,No,Male,0,1,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
77,norway.csv,,No,No,No,Yes,No,No,No,Male,0,1,1 - Strongly agree,1 - Strongly agree,4,4,1 - Strongly agree,1 - Strongly agree
77,norway.csv,,No,No,No,Yes,No,No,No,Male,0,1,2,2,4,4,2,2
77,norway.csv,,No,No,No,Yes,No,No,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,2,3,2,1 - Strongly agree
77,norway.csv,,No,No,No,Yes,No,No,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,2,4,2,1 - Strongly agree
77,norway.csv,,No,No,No,Yes,No,No,No,Male,0,2,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
77,norway.csv,,No,No,No,Yes,No,No,No,Male,0,2,1 - Strongly agree,2,2,4,2,2
77,norway.csv,,No,No,No,Yes,No,No,No,Male,0,2,1 - Strongly agree,3,3,3,2,1 - Strongly agree
77,norway.csv,,No,No,No,Yes,No,No,No,Male,0,2,2,3,4,2,2,4
77,norway.csv,,No,No,No,Yes,No,No,No,Male,0,2,5 – Strongly disagree,3,3,1 - Strongly agree,3,3
77,norway.csv,,No,No,No,Yes,No,No,No,Male,0,2,5 – Strongly disagree,3,3,2,2,2
77,norway.csv,,Yes,No,No,No,No,No,No,Male,0,1,3,3,2,1 - Strongly agree,3,3
77,norway.csv,,Yes,No,No,No,No,No,No,Male,0,1,3,3,3,2,3,3
77,singapore.csv,Part time employment,,,,,,,,Male,0,1,3,2,1 - Strongly agree,1 - Strongly agree,2,2
77,singapore.csv,Unemployed,,,,,,,,Female,0,2,5 – Strongly disagree,5 – Strongly disagree,2,1 - Strongly agree,3,4
77,south-korea.csv,Retired,,,,,,,,Male,2,6,2,1 - Strongly agree,1 - Strongly agree,2,3,1 - Strongly agree
77,spain.csv,Retired,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,2,4,1 - Strongly agree,5 – Strongly disagree
77,spain.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
77,spain.csv,Retired,,,,,,,,Male,0,2,4,4,1 - Strongly agree,4,4,3
77,spain.csv,Retired,,,,,,,,Male,0,2,5 – Strongly disagree,5 – Strongly disagree,3,3,5 – Strongly disagree,5 – Strongly disagree
77,sweden.csv,,No,No,No,Yes,No,No,No,Female,1,1,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,4,1 - Strongly agree
77,sweden.csv,,No,No,No,Yes,No,No,No,Female,1,1,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,1 - Strongly agree,1 - Strongly agree
77,sweden.csv,,No,No,No,Yes,No,No,No,Female,1,1,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,4,1 - Strongly agree,1 - Strongly agree
77,sweden.csv,,No,No,No,Yes,No,No,No,Female,1,1,1 - Strongly agree,1 - Strongly agree,3,3,1 - Strongly agree,1 - Strongly agree
77,sweden.csv,,No,No,No,Yes,No,No,No,Female,1,1,1 - Strongly agree,1 - Strongly agree,4,4,5 – Strongly disagree,5 – Strongly disagree
77,sweden.csv,,No,No,No,Yes,No,No,No,Female,1,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2,2,1 - Strongly agree
77,sweden.csv,,No,No,No,Yes,No,No,No,Female,1,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2,3,3
77,sweden.csv,,No,No,No,Yes,No,No,No,Female,1,2,1 - Strongly agree,1 - Strongly agree,3,4,2,3
77,sweden.csv,,No,No,No,Yes,No,No,No,Male,1,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,1 - Strongly agree,1 - Strongly agree
77,sweden.csv,,No,No,No,Yes,No,No,No,Male,1,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,4,1 - Strongly agree,1 - Strongly agree
77,sweden.csv,,No,No,No,Yes,No,No,No,Male,1,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,3,1 - Strongly agree
77,sweden.csv,,No,No,No,Yes,No,No,No,Male,1,2,1 - Strongly agree,1 - Strongly agree,2,3,1 - Strongly agree,1 - Strongly agree
77,sweden.csv,,No,No,No,Yes,No,No,No,Male,1,2,1 - Strongly agree,1 - Strongly agree,2,4,2,1 - Strongly agree
77,sweden.csv,,No,No,No,Yes,No,No,No,Male,1,2,1 - Strongly agree,1 - Strongly agree,3,3,1 - Strongly agree,1 - Strongly agree
77,sweden.csv,,No,No,No,Yes,No,No,No,Male,1,2,1 - Strongly agree,1 - Strongly agree,3,3,3,1 - Strongly agree
77,sweden.csv,,No,No,No,Yes,No,No,No,Male,1,2,1 - Strongly agree,1 - Strongly agree,3,4,3,1 - Strongly agree
77,sweden.csv,,No,No,No,Yes,No,No,No,Male,1,2,1 - Strongly agree,1 - Strongly agree,4,4,1 - Strongly agree,1 - Strongly agree
77,sweden.csv,,No,No,No,Yes,No,No,No,Male,1,2,1 - Strongly agree,1 - Strongly agree,4,5 – Strongly disagree,3,2
77,sweden.csv,,No,No,No,Yes,No,No,No,Male,1,2,3,1 - Strongly agree,2,2,3,3
77,sweden.csv,,No,Yes,No,No,No,No,No,Female,1,3,3,2,3,2,4,4
77,sweden.csv,,No,Yes,No,No,No,No,No,Male,1,1,1 - Strongly agree,1 - Strongly agree,4,4,1 - Strongly agree,1 - Strongly agree
77,united-kingdom.csv,Retired,,,,,,,,Female,0,1,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2,1 - Strongly agree,1 - Strongly agree
77,united-kingdom.csv,Retired,,,,,,,,Female,0,1,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
77,united-kingdom.csv,Retired,,,,,,,,Female,0,1,1 - Strongly agree,1 - Strongly agree,2,4,1 - Strongly agree,1 - Strongly agree
77,united-kingdom.csv,Retired,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,1 - Strongly agree,1 - Strongly agree
77,united-kingdom.csv,Retired,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,2,5 – Strongly disagree,2,1 - Strongly agree
77,united-kingdom.csv,Retired,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,3,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
77,united-kingdom.csv,Retired,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
77,united-kingdom.csv,Retired,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree,2,1 - Strongly agree
77,united-kingdom.csv,Retired,,,,,,,,Male,0,1,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,3,1 - Strongly agree
77,united-kingdom.csv,Retired,,,,,,,,Male,0,1,1 - Strongly agree,1 - Strongly agree,4,4,1 - Strongly agree,1 - Strongly agree
77,united-kingdom.csv,Retired,,,,,,,,Male,0,1,1 - Strongly agree,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
77,united-kingdom.csv,Retired,,,,,,,,Male,0,1,4,4,4,1 - Strongly agree,3,5 – Strongly disagree
77,united-kingdom.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,3,1 - Strongly agree,1 - Strongly agree
77,united-kingdom.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,4,1 - Strongly agree,1 - Strongly agree
77,united-kingdom.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,4,4,1 - Strongly agree
77,united-kingdom.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,2,4,2,1 - Strongly agree
77,united-kingdom.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,2,4,5 – Strongly disagree,2
77,united-kingdom.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,3,4,1 - Strongly agree,1 - Strongly agree
77,united-kingdom.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,3,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
77,united-kingdom.csv,Retired,,,,,,,,Male,0,2,3,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree,3,3
78,australia.csv,Not working,,,,,,,,Male,0,3,1 - Strongly agree,1 - Strongly agree,3,3,2,2
78,australia.csv,Part time employment,,,,,,,,Female,0,1,1 - Strongly agree,3,4,3,1 - Strongly agree,1 - Strongly agree
78,australia.csv,Part time employment,,,,,,,,Male,0,1,3,5 – Strongly disagree,4,4,2,4
78,australia.csv,Part time employment,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,3,4,1 - Strongly agree,1 - Strongly agree
78,australia.csv,Retired,,,,,,,,Female,0,1,1 - Strongly agree,1 - Strongly agree,4,4,1 - Strongly agree,1 - Strongly agree
78,australia.csv,Retired,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,3,4,2,5 – Strongly disagree
78,australia.csv,Retired,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,4,3,2,4
78,australia.csv,Retired,,,,,,,,Female,0,2,4,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
78,australia.csv,Retired,,,,,,,,Male,0,1,5 – Strongly disagree,5 – Strongly disagree,2,1 - Strongly agree,2,3
78,australia.csv,Retired,,,,,,,,Male,0,2,5 – Strongly disagree,5 – Strongly disagree,5 – Strongly disagree,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
78,australia.csv,Retired,,,,,,,,Male,0,3,1 - Strongly agree,1 - Strongly agree,4,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
78,australia.csv,Retired,,,,,,,,Male,0,6,3,3,3,3,2,2
78,australia.csv,Retired,,,,,,,,Male,7,3,2,1 - Strongly agree,3,2,2,2
78,canada.csv,Part time employment,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,3,3,2,2
78,canada.csv,Retired,,,,,,,,Female,0,1,5 – Strongly disagree,5 – Strongly disagree,2,1 - Strongly agree,5 – Strongly disagree,5 – Strongly disagree
78,canada.csv,Retired,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
78,canada.csv,Retired,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,2,1 - Strongly agree,1 - Strongly agree
78,canada.csv,Retired,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,2,2,2,1 - Strongly agree
78,canada.csv,Retired,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,2,3,2,2
78,canada.csv,Retired,,,,,,,,Female,0,2,1 - Strongly agree,1 - Strongly agree,3,4,2,2
78,canada.csv,Retired,,,,,,,,Female,1,1,1 - Strongly agree,1 - Strongly agree,2,5 – Strongly disagree,3,1 - Strongly agree
78,canada.csv,Retired,,,,,,,,Male,0,1,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree,1 - Strongly agree
78,canada.csv,Retired,,,,,,,,Male,0,1,1 - Strongly agree,1 - Strongly agree,3,3,3,1 - Strongly agree
78,canada.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,2,2,2,1 - Strongly agree
78,canada.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,3,2,2,1 - Strongly agree
78,canada.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,4,4,2,2
78,canada.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,1 - Strongly agree,4,5 – Strongly disagree,1 - Strongly agree,1 - Strongly agree
78,canada.csv,Retired,,,,,,,,Male,0,2,1 - Strongly agree,2,4,4,2,2
78,canada.csv,Retired,,,,,,,,Male,0,2,3,3,3,3,3,3
